image_name,annotation_index,class_name,class_id,x_min,y_min,x_max,y_max,box_width,box_height,image_width,image_height
RT_AL_02_14489318,0,porosity,3,556,330,671,384,115,54,1280,720
RT_AL_02_14489340,0,porosity,3,572,290,682,413,110,123,1280,720
RT_AL_02_14489357,0,porosity,3,1081,361,1134,405,53,44,1280,720
RT_AL_02_14489357,1,porosity,3,580,307,668,367,88,60,1280,720
RT_AL_02_14489357,2,porosity,3,161,357,228,422,67,65,1280,720
RT_AL_02_14489419,0,porosity,3,1225,530,1243,546,18,16,1280,720
RT_AL_02_14489419,1,porosity,3,631,344,655,372,24,28,1280,720
RT_AL_02_14489419,2,porosity,3,248,617,281,652,33,35,1280,720
RT_AL_02_14489420,0,porosity,3,985,270,1108,353,123,83,1280,720
RT_AL_02_14489420,1,porosity,3,513,337,615,406,102,69,1280,720
RT_AL_02_14489421,0,porosity,3,643,343,663,374,20,31,1280,720
RT_AL_02_14489421,1,porosity,3,578,270,596,311,18,41,1280,720
RT_AL_02_14489446,0,porosity,3,822,336,837,381,15,45,1280,720
RT_AL_02_14489453,0,porosity,3,640,347,658,362,18,15,1280,720
RT_AL_02_14489465,0,porosity,3,582,317,686,405,104,88,1280,720
RT_AL_02_14489481,0,porosity,3,593,328,700,396,107,68,1280,720
RT_AL_02_14489518,0,porosity,3,635,347,649,366,14,19,1280,720
RT_AL_02_14489518,1,porosity,3,406,438,427,474,21,36,1280,720
RT_AL_02_14489518,2,porosity,3,377,432,402,461,25,29,1280,720
RT_AL_02_14489520,0,porosity,3,614,337,652,391,38,54,1280,720
RT_AL_02_14489520,1,porosity,3,355,578,368,595,13,17,1280,720
RT_AL_02_14489520,2,porosity,3,330,601,346,638,16,37,1280,720
RT_AL_02_14489529,0,porosity,3,569,116,687,212,118,96,1280,720
RT_AL_02_14489534,0,porosity,3,525,310,751,451,226,141,1280,720
RT_AL_02_14489564,0,porosity,3,619,338,663,384,44,46,1280,720
RT_AL_02_14489567,0,porosity,3,607,341,642,383,35,42,1280,720
RT_AL_02_14489578,0,porosity,3,593,324,713,370,120,46,1280,720
RT_AL_02_14489579,0,porosity,3,604,350,670,388,66,38,1280,720
RT_AL_02_14489597,0,porosity,3,613,354,642,377,29,23,1280,720
RT_AL_02_14489599,0,porosity,3,598,340,700,415,102,75,1280,720
RT_AL_02_14489609,0,porosity,3,608,330,693,381,85,51,1280,720
RT_AL_02_14489610,0,porosity,3,697,310,767,380,70,70,1280,720
RT_AL_02_14489610,1,porosity,3,609,326,673,374,64,48,1280,720
RT_AL_02_14489610,2,porosity,3,299,270,394,353,95,83,1280,720
RT_AL_02_14489610,3,porosity,3,68,291,142,363,74,72,1280,720
RT_AL_02_14489612,0,porosity,3,580,316,656,394,76,78,1280,720
RT_AL_02_14489622,0,porosity,3,629,290,664,322,35,32,1280,720
RT_AL_02_14489622,1,porosity,3,595,360,618,387,23,27,1280,720
RT_AL_02_14489631,0,porosity,3,393,298,554,389,161,91,1280,720
RT_AL_02_14489648,0,porosity,3,9,292,51,321,42,29,1280,720
RT_AL_02_14489648,1,porosity,3,55,287,89,317,34,30,1280,720
RT_AL_02_14489648,2,porosity,3,98,266,148,308,50,42,1280,720
RT_AL_02_14489648,3,porosity,3,158,268,203,292,45,24,1280,720
RT_AL_02_14489648,4,porosity,3,365,257,445,327,80,70,1280,720
RT_AL_02_14489648,5,porosity,3,569,315,624,371,55,56,1280,720
RT_AL_02_14489648,6,porosity,3,622,332,692,389,70,57,1280,720
RT_AL_02_14489648,7,porosity,3,707,354,754,391,47,37,1280,720
RT_AL_02_14489648,8,porosity,3,795,319,873,389,78,70,1280,720
RT_AL_02_14489648,9,porosity,3,1158,313,1211,350,53,37,1280,720
RT_AL_02_14489648,10,porosity,3,1210,334,1262,371,52,37,1280,720
RT_AL_02_14489687,0,porosity,3,59,334,200,398,141,64,1280,720
RT_AL_02_14489687,1,porosity,3,609,330,663,380,54,50,1280,720
RT_AL_02_14489691,0,porosity,3,570,308,705,415,135,107,1280,720
RT_AL_02_14489691,1,porosity,3,1071,391,1134,424,63,33,1280,720
RT_AL_02_14489692,0,porosity,3,510,290,693,416,183,126,1280,720
RT_AL_02_14489712,0,porosity,3,958,282,989,318,31,36,1280,720
RT_AL_02_14489712,1,porosity,3,1070,214,1102,248,32,34,1280,720
RT_AL_02_14489712,2,porosity,3,551,435,600,496,49,61,1280,720
RT_AL_02_14489712,3,porosity,3,716,354,757,386,41,32,1280,720
RT_AL_02_14489744,0,porosity,3,83,324,147,388,64,64,1280,720
RT_AL_02_14489744,1,porosity,3,239,296,331,392,92,96,1280,720
RT_AL_02_14489744,2,porosity,3,591,296,687,412,96,116,1280,720
RT_AL_02_14489744,3,porosity,3,1019,260,1115,340,96,80,1280,720
RT_AL_02_14489744,4,porosity,3,1159,260,1251,360,92,100,1280,720
RT_AL_02_14489790,0,porosity,3,233,497,272,542,39,45,1280,720
RT_AL_02_14489790,1,porosity,3,360,485,404,527,44,42,1280,720
RT_AL_02_14489790,2,porosity,3,619,349,652,373,33,24,1280,720
RT_AL_02_14489798,0,porosity,3,441,357,465,374,24,17,1280,720
RT_AL_02_14489798,1,porosity,3,657,413,668,427,11,14,1280,720
RT_AL_02_14489805,0,porosity,3,752,324,801,394,49,70,1280,720
RT_AL_02_14489805,1,porosity,3,563,305,687,401,124,96,1280,720
RT_AL_02_14489823,0,porosity,3,1037,313,1200,418,163,105,1280,720
RT_AL_02_14489823,1,porosity,3,604,323,679,376,75,53,1280,720
RT_AL_02_14489823,2,porosity,3,164,529,383,598,219,69,1280,720
RT_AL_02_14489830,0,porosity,3,304,331,452,378,148,47,1280,720
RT_AL_02_14489830,1,porosity,3,176,387,318,451,142,64,1280,720
RT_AL_02_14489830,2,porosity,3,325,427,455,469,130,42,1280,720
RT_AL_02_14489833,0,porosity,3,622,344,653,366,31,22,1280,720
RT_AL_02_14489833,1,porosity,3,524,347,547,369,23,22,1280,720
RT_AL_02_14489833,2,porosity,3,481,347,508,373,27,26,1280,720
RT_AL_02_14489833,3,porosity,3,534,368,570,383,36,15,1280,720
RT_AL_02_14489833,4,porosity,3,260,338,318,387,58,49,1280,720
RT_AL_02_14489836,0,porosity,3,581,294,698,379,117,85,1280,720
RT_AL_02_14489844,0,porosity,3,564,329,704,391,140,62,1280,720
RT_AL_02_14489865,0,porosity,3,753,44,772,75,19,31,1280,720
RT_AL_02_14489865,1,porosity,3,704,32,735,82,31,50,1280,720
RT_AL_02_14489865,2,porosity,3,646,36,683,70,37,34,1280,720
RT_AL_02_14489865,3,porosity,3,475,17,514,39,39,22,1280,720
RT_AL_02_14489865,4,porosity,3,302,10,327,48,25,38,1280,720
RT_AL_02_14489865,5,porosity,3,523,24,559,59,36,35,1280,720
RT_AL_02_14489865,6,porosity,3,620,345,658,372,38,27,1280,720
RT_AL_02_14489865,7,porosity,3,666,428,694,440,28,12,1280,720
RT_AL_02_14489865,8,porosity,3,646,433,664,464,18,31,1280,720
RT_AL_02_14489865,9,porosity,3,667,448,677,464,10,16,1280,720
RT_AL_02_14489865,10,porosity,3,657,475,666,493,9,18,1280,720
RT_AL_02_14489865,11,porosity,3,629,629,650,651,21,22,1280,720
RT_AL_02_14489871,0,porosity,3,978,151,1033,175,55,24,1280,720
RT_AL_02_14489871,1,porosity,3,709,226,735,243,26,17,1280,720
RT_AL_02_14489881,0,porosity,3,623,351,645,362,22,11,1280,720
RT_AL_02_14489882,0,porosity,3,653,302,725,372,72,70,1280,720
RT_AL_02_14489882,1,porosity,3,537,359,619,451,82,92,1280,720
RT_AL_02_14489886,0,porosity,3,411,324,484,387,73,63,1280,720
RT_AL_02_14489897,0,porosity,3,626,348,641,376,15,28,1280,720
RT_AL_02_14489951,0,porosity,3,586,285,805,453,219,168,1280,720
RT_AL_02_14489951,1,porosity,3,424,137,643,371,219,234,1280,720
RT_AL_02_14489952,0,porosity,3,897,391,929,410,32,19,1280,720
RT_AL_02_14489952,1,porosity,3,604,320,668,379,64,59,1280,720
RT_AL_02_14490003,0,porosity,3,618,332,662,380,44,48,1280,720
RT_AL_02_14490003,1,porosity,3,550,316,594,364,44,48,1280,720
RT_AL_02_14490003,2,porosity,3,482,316,518,360,36,44,1280,720
RT_AL_02_14490003,3,porosity,3,418,312,466,352,48,40,1280,720
RT_AL_02_14490016,0,porosity,3,516,400,545,432,29,32,1280,720
RT_AL_02_14490016,1,porosity,3,539,367,570,400,31,33,1280,720
RT_AL_02_14490016,2,porosity,3,612,382,633,404,21,22,1280,720
RT_AL_02_14490016,3,porosity,3,619,336,661,376,42,40,1280,720
RT_AL_02_14490016,4,porosity,3,568,341,598,371,30,30,1280,720
RT_AL_02_14490016,5,porosity,3,325,266,349,287,24,21,1280,720
RT_AL_02_14490016,6,porosity,3,367,290,431,321,64,31,1280,720
RT_AL_02_14490016,7,porosity,3,331,109,353,128,22,19,1280,720
RT_AL_02_14490016,8,porosity,3,306,53,364,107,58,54,1280,720
RT_AL_02_14490016,9,porosity,3,534,88,561,110,27,22,1280,720
RT_AL_02_14490016,10,porosity,3,736,458,756,482,20,24,1280,720
RT_AL_02_14490016,11,porosity,3,1003,106,1020,125,17,19,1280,720
RT_AL_02_14490016,12,porosity,3,1164,107,1191,133,27,26,1280,720
RT_AL_02_14490016,13,porosity,3,1040,276,1067,306,27,30,1280,720
RT_AL_02_14490016,14,porosity,3,1065,120,1086,140,21,20,1280,720
RT_AL_02_14490016,15,porosity,3,1004,132,1024,156,20,24,1280,720
RT_AL_02_14490016,16,porosity,3,807,81,841,119,34,38,1280,720
RT_AL_02_14490020,0,porosity,3,1022,315,1054,354,32,39,1280,720
RT_AL_02_14490020,1,porosity,3,785,346,803,381,18,35,1280,720
RT_AL_02_14490021,0,porosity,3,582,324,691,388,109,64,1280,720
RT_AL_02_14490057,0,porosity,3,592,322,688,414,96,92,1280,720
RT_AL_02_14490058,0,porosity,3,595,341,683,394,88,53,1280,720
RT_AL_02_14490058,1,porosity,3,27,363,88,413,61,50,1280,720
RT_AL_02_14490058,2,porosity,3,1205,273,1226,301,21,28,1280,720
RT_AL_02_14490058,3,porosity,3,1185,295,1210,319,25,24,1280,720
RT_AL_02_14490058,4,porosity,3,1142,277,1167,323,25,46,1280,720
RT_AL_02_14490058,5,porosity,3,1214,340,1240,352,26,12,1280,720
RT_AL_02_14490058,6,porosity,3,425,304,451,329,26,25,1280,720
RT_AL_02_14490082,0,porosity,3,1102,299,1143,338,41,39,1280,720
RT_AL_02_14490082,1,porosity,3,573,343,660,408,87,65,1280,720
RT_AL_02_14490082,2,porosity,3,157,300,192,350,35,50,1280,720
RT_AL_02_14490082,3,porosity,3,1123,236,1145,255,22,19,1280,720
RT_AL_02_14490096,0,porosity,3,592,328,700,384,108,56,1280,720
RT_AL_02_14490096,1,porosity,3,1096,300,1156,376,60,76,1280,720
RT_AL_02_14490099,0,porosity,3,588,337,664,414,76,77,1280,720
RT_AL_02_14490104,0,porosity,3,1096,392,1150,436,54,44,1280,720
RT_AL_02_14490104,1,porosity,3,603,320,697,407,94,87,1280,720
RT_AL_02_14490110,0,porosity,3,329,344,354,372,25,28,1280,720
RT_AL_02_14490112,0,porosity,3,579,311,680,395,101,84,1280,720
RT_AL_02_14490114,0,porosity,3,578,324,710,411,132,87,1280,720
RT_AL_02_14490117,0,porosity,3,607,341,678,371,71,30,1280,720
RT_AL_02_14490117,1,porosity,3,320,474,358,495,38,21,1280,720
RT_AL_02_14490120,0,porosity,3,607,322,652,376,45,54,1280,720
RT_AL_02_14490143,0,porosity,3,608,323,687,378,79,55,1280,720
RT_AL_02_14490151,0,porosity,3,564,343,700,382,136,39,1280,720
RT_AL_02_14490151,1,porosity,3,589,400,673,457,84,57,1280,720
RT_AL_02_14490164,0,porosity,3,593,303,707,418,114,115,1280,720
RT_AL_02_14490169,0,porosity,3,766,327,894,404,128,77,1280,720
RT_AL_02_14490169,1,porosity,3,1147,163,1209,253,62,90,1280,720
RT_AL_02_14490170,0,porosity,3,595,312,654,385,59,73,1280,720
RT_AL_02_14490170,1,porosity,3,685,317,700,344,15,27,1280,720
RT_AL_02_14490170,2,porosity,3,882,354,963,407,81,53,1280,720
RT_AL_02_14490170,3,porosity,3,494,454,510,469,16,15,1280,720
RT_AL_02_14490170,4,porosity,3,461,449,487,477,26,28,1280,720
RT_AL_02_14490170,5,porosity,3,269,326,288,342,19,16,1280,720
RT_AL_02_14490182,0,porosity,3,609,331,643,368,34,37,1280,720
RT_AL_02_14490188,0,porosity,3,578,300,726,373,148,73,1280,720
RT_AL_02_14490193,0,porosity,3,496,353,517,370,21,17,1280,720
RT_AL_02_14490203,0,porosity,3,587,314,688,385,101,71,1280,720
RT_AL_02_14490210,0,porosity,3,832,310,940,407,108,97,1280,720
RT_AL_02_14490210,1,porosity,3,660,162,708,207,48,45,1280,720
RT_AL_02_14490210,2,porosity,3,666,223,701,263,35,40,1280,720
RT_AL_02_14490217,0,porosity,3,632,347,650,377,18,30,1280,720
RT_AL_02_14490217,1,porosity,3,1054,453,1085,470,31,17,1280,720
RT_AL_02_14490217,2,porosity,3,537,336,559,355,22,19,1280,720
RT_AL_02_14490230,0,porosity,3,577,317,676,385,99,68,1280,720
RT_AL_02_14490231,0,porosity,3,627,311,674,347,47,36,1280,720
RT_AL_02_14490231,1,porosity,3,223,103,236,128,13,25,1280,720
RT_AL_02_14490231,2,porosity,3,406,164,425,177,19,13,1280,720
RT_AL_02_14490231,3,porosity,3,264,310,279,340,15,30,1280,720
RT_AL_02_14490235,0,porosity,3,645,347,657,370,12,23,1280,720
RT_AL_02_14490235,1,porosity,3,624,331,641,353,17,22,1280,720
RT_AL_02_14490235,2,porosity,3,618,359,639,371,21,12,1280,720
RT_AL_02_14490238,0,porosity,3,926,141,975,201,49,60,1280,720
RT_AL_02_14490238,1,porosity,3,924,369,983,410,59,41,1280,720
RT_AL_02_14490269,0,porosity,3,621,334,672,383,51,49,1280,720
RT_AL_02_14490269,1,porosity,3,791,28,822,64,31,36,1280,720
RT_AL_02_14490269,2,porosity,3,947,266,980,287,33,21,1280,720
RT_AL_02_14490275,0,porosity,3,921,42,935,67,14,25,1280,720
RT_AL_02_14490275,1,porosity,3,607,332,640,353,33,21,1280,720
RT_AL_02_14490275,2,porosity,3,661,335,681,360,20,25,1280,720
RT_AL_02_14490276,0,porosity,3,1211,336,1256,382,45,46,1280,720
RT_AL_02_14490276,1,porosity,3,1151,310,1211,348,60,38,1280,720
RT_AL_02_14490276,2,porosity,3,797,325,847,380,50,55,1280,720
RT_AL_02_14490276,3,porosity,3,705,358,748,381,43,23,1280,720
RT_AL_02_14490276,4,porosity,3,626,351,664,387,38,36,1280,720
RT_AL_02_14490276,5,porosity,3,571,314,622,368,51,54,1280,720
RT_AL_02_14490276,6,porosity,3,372,255,427,291,55,36,1280,720
RT_AL_02_14490276,7,porosity,3,373,290,413,332,40,42,1280,720
RT_AL_02_14490276,8,porosity,3,169,272,198,292,29,20,1280,720
RT_AL_02_14490276,9,porosity,3,112,269,144,300,32,31,1280,720
RT_AL_02_14490276,10,porosity,3,58,290,90,326,32,36,1280,720
RT_AL_02_14490276,11,porosity,3,24,293,49,311,25,18,1280,720
RT_AL_05_14488170,0,slag_inclusion,4,539,326,735,383,196,57,1280,720
RT_AL_05_14488639,0,slag_inclusion,4,618,351,654,367,36,16,1280,720
RT_AL_05_14488931,0,slag_inclusion,4,411,292,740,396,329,104,1280,720
RT_AL_05_14489809,0,slag_inclusion,4,586,283,703,423,117,140,1280,720
RT_AL_05_14489809,1,slag_inclusion,4,1008,365,1122,532,114,167,1280,720
RT_AL_05_14489809,2,slag_inclusion,4,128,260,243,385,115,125,1280,720
RT_AL_05_14489809,3,slag_inclusion,4,329,147,403,182,74,35,1280,720
RT_AL_05_14489815,0,slag_inclusion,4,587,330,720,385,133,55,1280,720
RT_AL_05_14489913,0,slag_inclusion,4,600,326,672,371,72,45,1280,720
RT_AL_05_14490949,0,slag_inclusion,4,602,342,711,378,109,36,1280,720
RT_AL_05_14491963,0,slag_inclusion,4,553,273,733,449,180,176,1280,720
RT_AL_05_14491964,0,slag_inclusion,4,606,329,666,389,60,60,1280,720
RT_AL_05_14491964,1,slag_inclusion,4,726,585,790,649,64,64,1280,720
RT_AL_05_14491965,0,slag_inclusion,4,962,376,1027,456,65,80,1280,720
RT_AL_05_14491965,1,slag_inclusion,4,594,312,677,388,83,76,1280,720
RT_AL_05_14491965,2,slag_inclusion,4,428,308,506,388,78,80,1280,720
RT_AL_05_14491965,3,slag_inclusion,4,240,336,323,400,83,64,1280,720
RT_AL_05_14491968,0,slag_inclusion,4,909,101,1045,281,136,180,1280,720
RT_AL_05_14491968,1,slag_inclusion,4,53,297,1093,409,1040,112,1280,720
RT_AL_05_14491979,0,slag_inclusion,4,538,334,752,378,214,44,1280,720
RT_AL_05_14491981,0,slag_inclusion,4,618,348,650,376,32,28,1280,720
RT_AL_05_14491981,1,slag_inclusion,4,274,264,338,356,64,92,1280,720
RT_AL_05_14491986,0,slag_inclusion,4,594,326,682,406,88,80,1280,720
RT_AL_05_14491986,1,slag_inclusion,4,466,286,546,382,80,96,1280,720
RT_AL_05_14491992,0,slag_inclusion,4,573,259,695,467,122,208,1280,720
RT_AL_05_14491992,1,slag_inclusion,4,719,299,832,463,113,164,1280,720
RT_AL_05_14492002,0,slag_inclusion,4,564,306,708,414,144,108,1280,720
RT_AL_05_14492008,0,slag_inclusion,4,592,292,696,404,104,112,1280,720
RT_AL_05_14492008,1,slag_inclusion,4,1108,360,1216,480,108,120,1280,720
RT_AL_05_14492008,2,slag_inclusion,4,140,240,252,392,112,152,1280,720
RT_AL_05_14492028,0,slag_inclusion,4,173,336,237,416,64,80,1280,720
RT_AL_05_14492028,1,slag_inclusion,4,613,312,673,404,60,92,1280,720
RT_AL_05_14492028,2,slag_inclusion,4,1137,232,1189,292,52,60,1280,720
RT_AL_05_14492028,3,slag_inclusion,4,725,208,853,260,128,52,1280,720
RT_AL_05_14492092,0,slag_inclusion,4,593,323,697,399,104,76,1280,720
RT_AL_05_14492104,0,slag_inclusion,4,1142,247,1190,299,48,52,1280,720
RT_AL_05_14492104,1,slag_inclusion,4,610,323,666,403,56,80,1280,720
RT_AL_05_14492104,2,slag_inclusion,4,162,323,226,407,64,84,1280,720
RT_AL_05_14492106,0,slag_inclusion,4,521,300,773,396,252,96,1280,720
RT_AL_05_14492118,0,slag_inclusion,4,83,267,147,339,64,72,1280,720
RT_AL_05_14492118,1,slag_inclusion,4,87,387,207,495,120,108,1280,720
RT_AL_05_14492118,2,slag_inclusion,4,595,315,727,415,132,100,1280,720
RT_AL_05_14492118,3,slag_inclusion,4,991,227,1095,311,104,84,1280,720
RT_AL_05_14492130,0,slag_inclusion,4,590,278,674,450,84,172,1280,720
RT_AL_05_14492130,1,slag_inclusion,4,282,390,426,490,144,100,1280,720
RT_AL_05_14492130,2,slag_inclusion,4,26,294,122,390,96,96,1280,720
RT_AL_05_14492130,3,slag_inclusion,4,578,126,610,158,32,32,1280,720
RT_AL_05_14492130,4,slag_inclusion,4,942,158,982,190,40,32,1280,720
RT_AL_05_14492133,0,slag_inclusion,4,965,437,1109,541,144,104,1280,720
RT_AL_05_14492133,1,slag_inclusion,4,569,317,701,397,132,80,1280,720
RT_AL_05_14492133,2,slag_inclusion,4,89,221,217,325,128,104,1280,720
RT_AL_05_14492133,3,slag_inclusion,4,113,417,393,561,280,144,1280,720
RT_AL_05_14492141,0,slag_inclusion,4,608,316,672,404,64,88,1280,720
RT_AL_05_14492141,1,slag_inclusion,4,92,380,212,504,120,124,1280,720
RT_AL_05_14492160,0,slag_inclusion,4,506,314,726,442,220,128,1280,720
RT_AL_05_14492165,0,slag_inclusion,4,592,304,684,412,92,108,1280,720
RT_AL_05_14492170,0,slag_inclusion,4,607,329,671,389,64,60,1280,720
RT_AL_05_14492178,0,slag_inclusion,4,1002,318,1134,374,132,56,1280,720
RT_AL_05_14492178,1,slag_inclusion,4,550,314,726,394,176,80,1280,720
RT_AL_05_14492178,2,slag_inclusion,4,222,306,562,394,340,88,1280,720
RT_AL_05_14492178,3,slag_inclusion,4,10,310,118,398,108,88,1280,720
RT_AL_05_14492184,0,slag_inclusion,4,525,284,741,416,216,132,1280,720
RT_AL_05_14492191,0,slag_inclusion,4,558,267,730,447,172,180,1280,720
RT_AL_05_14492199,0,slag_inclusion,4,587,290,679,402,92,112,1280,720
RT_AL_05_14492199,1,slag_inclusion,4,175,286,307,418,132,132,1280,720
RT_AL_05_14492206,0,slag_inclusion,4,519,298,755,442,236,144,1280,720
RT_AL_05_14492209,0,slag_inclusion,4,560,324,744,416,184,92,1280,720
RT_AL_05_14492209,1,slag_inclusion,4,336,336,432,424,96,88,1280,720
RT_AL_05_14492209,2,slag_inclusion,4,136,364,296,436,160,72,1280,720
RT_AL_05_14492223,0,slag_inclusion,4,1170,320,1258,372,88,52,1280,720
RT_AL_05_14492223,1,slag_inclusion,4,922,316,986,380,64,64,1280,720
RT_AL_05_14492223,2,slag_inclusion,4,602,332,654,392,52,60,1280,720
RT_AL_05_14492223,3,slag_inclusion,4,394,324,454,372,60,48,1280,720
RT_AL_05_14492223,4,slag_inclusion,4,310,332,358,372,48,40,1280,720
RT_AL_05_14492250,0,slag_inclusion,4,619,326,667,382,48,56,1280,720
RT_AL_05_14492250,1,slag_inclusion,4,267,310,431,394,164,84,1280,720
RT_AL_05_14492254,0,slag_inclusion,4,570,288,698,408,128,120,1280,720
RT_AL_05_14492255,0,slag_inclusion,4,536,220,776,464,240,244,1280,720
RT_AL_05_14492256,0,slag_inclusion,4,892,347,988,491,96,144,1280,720
RT_AL_05_14492256,1,slag_inclusion,4,592,311,692,407,100,96,1280,720
RT_AL_05_14492256,2,slag_inclusion,4,216,319,300,431,84,112,1280,720
RT_AL_05_14492260,0,slag_inclusion,4,549,279,729,435,180,156,1280,720
RT_AL_05_14492267,0,slag_inclusion,4,606,310,682,410,76,100,1280,720
RT_AL_05_14492267,1,slag_inclusion,4,814,494,866,578,52,84,1280,720
RT_AL_05_14492277,0,slag_inclusion,4,286,281,402,461,116,180,1280,720
RT_AL_05_14492277,1,slag_inclusion,4,58,253,154,325,96,72,1280,720
RT_AL_05_14492280,0,slag_inclusion,4,569,302,689,414,120,112,1280,720
RT_AL_05_14492285,0,slag_inclusion,4,328,250,428,402,100,152,1280,720
RT_AL_05_14492285,1,slag_inclusion,4,584,302,688,418,104,116,1280,720
RT_AL_05_14492285,2,slag_inclusion,4,1052,318,1160,402,108,84,1280,720
RT_AL_05_14492310,0,slag_inclusion,4,558,313,750,413,192,100,1280,720
RT_AL_05_14492310,1,slag_inclusion,4,146,293,258,393,112,100,1280,720
RT_AL_05_14492310,2,slag_inclusion,4,26,237,106,333,80,96,1280,720
RT_AL_05_14492353,0,slag_inclusion,4,608,327,672,391,64,64,1280,720
RT_AL_05_14492353,1,slag_inclusion,4,404,359,452,423,48,64,1280,720
RT_AL_05_14492353,2,slag_inclusion,4,232,403,356,491,124,88,1280,720
RT_AL_05_14492380,0,slag_inclusion,4,560,272,732,448,172,176,1280,720
RT_AL_05_14492383,0,slag_inclusion,4,567,315,727,399,160,84,1280,720
RT_AL_05_14492388,0,slag_inclusion,4,578,287,718,435,140,148,1280,720
RT_AL_05_14492388,1,slag_inclusion,4,202,279,354,367,152,88,1280,720
RT_AL_05_14492389,0,slag_inclusion,4,561,322,713,394,152,72,1280,720
RT_AL_05_14492389,1,slag_inclusion,4,853,306,913,374,60,68,1280,720
RT_AL_05_14492389,2,slag_inclusion,4,973,278,1177,366,204,88,1280,720
RT_AL_05_14492395,0,slag_inclusion,4,653,310,927,418,274,108,1280,720
RT_AL_05_14492395,1,slag_inclusion,4,334,270,524,382,190,112,1280,720
RT_AL_05_14492419,0,slag_inclusion,4,575,320,703,388,128,68,1280,720
RT_AL_05_14492419,1,slag_inclusion,4,195,404,311,464,116,60,1280,720
RT_AL_05_14492419,2,slag_inclusion,4,63,400,155,440,92,40,1280,720
RT_AL_05_14492425,0,slag_inclusion,4,1069,399,1165,455,96,56,1280,720
RT_AL_05_14492425,1,slag_inclusion,4,593,343,677,391,84,48,1280,720
RT_AL_05_14492425,2,slag_inclusion,4,217,195,277,255,60,60,1280,720
RT_AL_05_14492425,3,slag_inclusion,4,281,111,345,163,64,52,1280,720
RT_AL_05_14492428,0,slag_inclusion,4,564,291,692,511,128,220,1280,720
RT_AL_05_14492428,1,slag_inclusion,4,428,271,540,507,112,236,1280,720
RT_AL_05_14492472,0,slag_inclusion,4,1007,248,1199,400,192,152,1280,720
RT_AL_05_14492472,1,slag_inclusion,4,771,288,943,436,172,148,1280,720
RT_AL_05_14492472,2,slag_inclusion,4,567,280,727,424,160,144,1280,720
RT_AL_05_14492472,3,slag_inclusion,4,207,304,419,464,212,160,1280,720
RT_AL_05_14492493,0,slag_inclusion,4,1090,332,1192,396,102,64,1280,720
RT_AL_05_14492493,1,slag_inclusion,4,937,384,1030,444,93,60,1280,720
RT_AL_05_14492493,2,slag_inclusion,4,701,288,775,416,74,128,1280,720
RT_AL_05_14492493,3,slag_inclusion,4,109,296,206,364,97,68,1280,720
RT_AL_05_14492493,4,slag_inclusion,4,933,304,970,332,37,28,1280,720
RT_AL_05_14492527,0,slag_inclusion,4,195,296,379,476,184,180,1280,720
RT_AL_05_14492527,1,slag_inclusion,4,555,292,699,412,144,120,1280,720
RT_AL_05_14492527,2,slag_inclusion,4,771,308,963,436,192,128,1280,720
RT_AL_05_14492547,0,slag_inclusion,4,1051,164,1245,296,194,132,1280,720
RT_AL_05_14492547,1,slag_inclusion,4,644,328,736,400,92,72,1280,720
RT_AL_05_14492547,2,slag_inclusion,4,71,376,237,468,166,92,1280,720
RT_AL_05_14492553,0,slag_inclusion,4,195,296,379,476,184,180,1280,720
RT_AL_05_14492553,1,slag_inclusion,4,555,292,699,412,144,120,1280,720
RT_AL_05_14492553,2,slag_inclusion,4,771,308,963,436,192,128,1280,720
RT_AL_05_14492576,0,slag_inclusion,4,448,312,856,404,408,92,1280,720
RT_AL_05_14492576,1,slag_inclusion,4,424,28,752,76,328,48,1280,720
RT_AL_05_14492603,0,slag_inclusion,4,456,308,796,404,340,96,1280,720
RT_AL_05_14492608,0,slag_inclusion,4,414,260,1016,432,602,172,1280,720
RT_AL_05_14492632,0,slag_inclusion,4,456,306,824,426,368,120,1280,720
RT_AL_05_14492647,0,slag_inclusion,4,525,314,789,398,264,84,1280,720
RT_AL_05_14492668,0,slag_inclusion,4,340,332,388,392,48,60,1280,720
RT_AL_05_14492668,1,slag_inclusion,4,256,324,308,372,52,48,1280,720
RT_AL_05_14492681,0,slag_inclusion,4,582,316,686,400,104,84,1280,720
RT_AL_05_14492681,1,slag_inclusion,4,270,376,410,496,140,120,1280,720
RT_AL_05_14492681,2,slag_inclusion,4,22,272,98,420,76,148,1280,720
RT_AL_05_14492700,0,slag_inclusion,4,606,311,698,407,92,96,1280,720
RT_AL_05_14492706,0,slag_inclusion,4,291,256,471,464,180,208,1280,720
RT_AL_05_14492706,1,slag_inclusion,4,35,168,155,248,120,80,1280,720
RT_AL_05_14492741,0,slag_inclusion,4,500,307,608,403,108,96,1280,720
RT_AL_05_14492741,1,slag_inclusion,4,88,299,156,375,68,76,1280,720
RT_AL_05_14492741,2,slag_inclusion,4,1064,419,1124,479,60,60,1280,720
RT_AL_05_14492745,0,slag_inclusion,4,556,290,732,438,176,148,1280,720
RT_AL_05_14492752,0,slag_inclusion,4,541,263,769,483,228,220,1280,720
RT_AL_05_14492773,0,slag_inclusion,4,340,332,388,392,48,60,1280,720
RT_AL_05_14492773,1,slag_inclusion,4,256,324,308,372,52,48,1280,720
