image_name,image_path,json_path,error_codes,warning_codes,info_codes,error_count,warning_count,info_count,include
RT_AL_02_14488270,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488270.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488270.json,,,,0,0,0,True
RT_AL_02_14488272,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488272.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488272.json,,,,0,0,0,True
RT_AL_02_14488285,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488285.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488285.json,,,,0,0,0,True
RT_AL_02_14488306,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488306.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488306.json,,,,0,0,0,True
RT_AL_02_14488324,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488324.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488324.json,,,,0,0,0,True
RT_AL_02_14488328,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488328.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488328.json,,,,0,0,0,True
RT_AL_02_14488343,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488343.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488343.json,,,,0,0,0,True
RT_AL_02_14488368,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488368.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488368.json,,,,0,0,0,True
RT_AL_02_14488379,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488379.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488379.json,,,,0,0,0,True
RT_AL_02_14488384,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488384.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488384.json,,,,0,0,0,True
RT_AL_02_14488402,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488402.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488402.json,,,,0,0,0,True
RT_AL_02_14488422,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488422.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488422.json,,,,0,0,0,True
RT_AL_02_14488432,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488432.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488432.json,,,,0,0,0,True
RT_AL_02_14488461,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488461.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488461.json,,,,0,0,0,True
RT_AL_02_14488466,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488466.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488466.json,,,,0,0,0,True
RT_AL_02_14488480,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488480.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488480.json,,,,0,0,0,True
RT_AL_02_14488486,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488486.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488486.json,,,,0,0,0,True
RT_AL_02_14488488,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488488.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488488.json,,,,0,0,0,True
RT_AL_02_14488506,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488506.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488506.json,,,,0,0,0,True
RT_AL_02_14488509,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488509.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488509.json,,,,0,0,0,True
RT_AL_02_14488533,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488533.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488533.json,,,,0,0,0,True
RT_AL_02_14488543,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488543.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488543.json,,,,0,0,0,True
RT_AL_02_14488570,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488570.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488570.json,,,,0,0,0,True
RT_AL_02_14488582,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488582.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488582.json,,,,0,0,0,True
RT_AL_02_14488584,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488584.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488584.json,,,,0,0,0,True
RT_AL_02_14488590,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488590.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488590.json,,,,0,0,0,True
RT_AL_02_14488600,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488600.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488600.json,,,,0,0,0,True
RT_AL_02_14488606,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488606.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488606.json,,,,0,0,0,True
RT_AL_02_14488621,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488621.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488621.json,,,,0,0,0,True
RT_AL_02_14488625,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488625.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488625.json,,,,0,0,0,True
RT_AL_02_14488626,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488626.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488626.json,,,,0,0,0,True
RT_AL_02_14488661,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488661.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488661.json,,,,0,0,0,True
RT_AL_02_14488663,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488663.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488663.json,,,,0,0,0,True
RT_AL_02_14488665,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488665.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488665.json,,,,0,0,0,True
RT_AL_02_14488682,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488682.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488682.json,,,,0,0,0,True
RT_AL_02_14488683,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488683.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488683.json,,,,0,0,0,True
RT_AL_02_14488690,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488690.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488690.json,,,,0,0,0,True
RT_AL_02_14488700,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488700.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488700.json,,,,0,0,0,True
RT_AL_02_14488705,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488705.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488705.json,,,,0,0,0,True
RT_AL_02_14488716,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488716.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488716.json,,,,0,0,0,True
RT_AL_02_14488733,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488733.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488733.json,,,,0,0,0,True
RT_AL_02_14488745,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488745.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488745.json,,,,0,0,0,True
RT_AL_02_14488749,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488749.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488749.json,,,,0,0,0,True
RT_AL_02_14488767,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488767.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488767.json,,,,0,0,0,True
RT_AL_02_14488779,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488779.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488779.json,,,,0,0,0,True
RT_AL_02_14488786,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488786.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488786.json,,,,0,0,0,True
RT_AL_02_14488795,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488795.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488795.json,,,,0,0,0,True
RT_AL_02_14488809,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488809.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488809.json,,,,0,0,0,True
RT_AL_02_14488813,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488813.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488813.json,,,,0,0,0,True
RT_AL_02_14488830,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488830.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488830.json,,,,0,0,0,True
RT_AL_02_14488847,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488847.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488847.json,,,,0,0,0,True
RT_AL_02_14488854,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488854.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488854.json,,,,0,0,0,True
RT_AL_02_14488857,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488857.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488857.json,,,,0,0,0,True
RT_AL_02_14488858,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488858.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488858.json,,,,0,0,0,True
RT_AL_02_14488878,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488878.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488878.json,,,,0,0,0,True
RT_AL_02_14488887,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488887.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488887.json,,,,0,0,0,True
RT_AL_02_14488902,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488902.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488902.json,,,,0,0,0,True
RT_AL_02_14488913,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488913.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488913.json,,,,0,0,0,True
RT_AL_02_14488920,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488920.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488920.json,,,,0,0,0,True
RT_AL_02_14488925,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488925.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488925.json,,,,0,0,0,True
RT_AL_02_14488936,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488936.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488936.json,,,,0,0,0,True
RT_AL_02_14488939,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488939.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488939.json,,,,0,0,0,True
RT_AL_02_14488967,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488967.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488967.json,,,,0,0,0,True
RT_AL_02_14488984,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488984.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488984.json,,,,0,0,0,True
RT_AL_02_14488988,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14488988.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14488988.json,,,,0,0,0,True
RT_AL_02_14489005,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489005.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489005.json,,,,0,0,0,True
RT_AL_02_14489020,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489020.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489020.json,,,,0,0,0,True
RT_AL_02_14489030,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489030.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489030.json,,,,0,0,0,True
RT_AL_02_14489033,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489033.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489033.json,,,,0,0,0,True
RT_AL_02_14489043,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489043.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489043.json,,,,0,0,0,True
RT_AL_02_14489044,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489044.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489044.json,,,,0,0,0,True
RT_AL_02_14489051,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489051.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489051.json,,,,0,0,0,True
RT_AL_02_14489063,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489063.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489063.json,,,,0,0,0,True
RT_AL_02_14489072,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489072.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489072.json,,,,0,0,0,True
RT_AL_02_14489098,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489098.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489098.json,,,,0,0,0,True
RT_AL_02_14489115,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489115.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489115.json,,,,0,0,0,True
RT_AL_02_14489126,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489126.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489126.json,,,,0,0,0,True
RT_AL_02_14489137,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489137.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489137.json,,,,0,0,0,True
RT_AL_02_14489156,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489156.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489156.json,,,,0,0,0,True
RT_AL_02_14489158,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489158.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489158.json,,,,0,0,0,True
RT_AL_02_14489171,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489171.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489171.json,,,,0,0,0,True
RT_AL_02_14489175,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489175.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489175.json,,,,0,0,0,True
RT_AL_02_14489182,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489182.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489182.json,,,,0,0,0,True
RT_AL_02_14489189,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489189.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489189.json,,,,0,0,0,True
RT_AL_02_14489193,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489193.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489193.json,,,,0,0,0,True
RT_AL_02_14489194,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489194.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489194.json,,,,0,0,0,True
RT_AL_02_14489195,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489195.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489195.json,,,,0,0,0,True
RT_AL_02_14489201,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489201.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489201.json,,,,0,0,0,True
RT_AL_02_14489222,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489222.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489222.json,,,,0,0,0,True
RT_AL_02_14489225,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489225.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489225.json,,,,0,0,0,True
RT_AL_02_14489231,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489231.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489231.json,,,,0,0,0,True
RT_AL_02_14489237,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489237.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489237.json,,,,0,0,0,True
RT_AL_02_14489251,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489251.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489251.json,,,,0,0,0,True
RT_AL_02_14489265,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489265.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489265.json,,,,0,0,0,True
RT_AL_02_14489269,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489269.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489269.json,,,,0,0,0,True
RT_AL_02_14489312,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489312.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489312.json,,,,0,0,0,True
RT_AL_02_14489318,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489318.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489318.json,,,,0,0,0,True
RT_AL_02_14489340,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489340.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489340.json,,,,0,0,0,True
RT_AL_02_14489357,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489357.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489357.json,,,,0,0,0,True
RT_AL_02_14489419,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489419.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489419.json,,,,0,0,0,True
RT_AL_02_14489420,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489420.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489420.json,,,,0,0,0,True
RT_AL_02_14489421,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489421.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489421.json,,,,0,0,0,True
RT_AL_02_14489446,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489446.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489446.json,,,,0,0,0,True
RT_AL_02_14489453,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489453.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489453.json,,,,0,0,0,True
RT_AL_02_14489465,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489465.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489465.json,,,,0,0,0,True
RT_AL_02_14489481,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489481.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489481.json,,,,0,0,0,True
RT_AL_02_14489518,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489518.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489518.json,,,,0,0,0,True
RT_AL_02_14489520,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489520.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489520.json,,,,0,0,0,True
RT_AL_02_14489529,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489529.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489529.json,,,,0,0,0,True
RT_AL_02_14489534,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489534.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489534.json,,,,0,0,0,True
RT_AL_02_14489564,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489564.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489564.json,,,,0,0,0,True
RT_AL_02_14489567,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489567.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489567.json,,,,0,0,0,True
RT_AL_02_14489578,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489578.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489578.json,,,,0,0,0,True
RT_AL_02_14489579,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489579.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489579.json,,,,0,0,0,True
RT_AL_02_14489597,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489597.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489597.json,,,,0,0,0,True
RT_AL_02_14489599,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489599.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489599.json,,,,0,0,0,True
RT_AL_02_14489609,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489609.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489609.json,,,,0,0,0,True
RT_AL_02_14489610,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489610.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489610.json,,,,0,0,0,True
RT_AL_02_14489612,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489612.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489612.json,,,,0,0,0,True
RT_AL_02_14489622,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489622.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489622.json,,,,0,0,0,True
RT_AL_02_14489631,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489631.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489631.json,,,,0,0,0,True
RT_AL_02_14489648,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489648.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489648.json,,,,0,0,0,True
RT_AL_02_14489687,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489687.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489687.json,,,,0,0,0,True
RT_AL_02_14489691,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489691.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489691.json,,,,0,0,0,True
RT_AL_02_14489692,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489692.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489692.json,,,,0,0,0,True
RT_AL_02_14489712,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489712.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489712.json,,,,0,0,0,True
RT_AL_02_14489744,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489744.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489744.json,,,,0,0,0,True
RT_AL_02_14489790,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489790.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489790.json,,,,0,0,0,True
RT_AL_02_14489798,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489798.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489798.json,,,,0,0,0,True
RT_AL_02_14489805,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489805.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489805.json,,,,0,0,0,True
RT_AL_02_14489823,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489823.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489823.json,,,,0,0,0,True
RT_AL_02_14489830,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489830.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489830.json,,,,0,0,0,True
RT_AL_02_14489833,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489833.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489833.json,,,,0,0,0,True
RT_AL_02_14489836,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489836.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489836.json,,,,0,0,0,True
RT_AL_02_14489844,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489844.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489844.json,,,,0,0,0,True
RT_AL_02_14489865,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489865.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489865.json,,,,0,0,0,True
RT_AL_02_14489871,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489871.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489871.json,,,,0,0,0,True
RT_AL_02_14489881,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489881.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489881.json,,,,0,0,0,True
