image_id,image_name,image_path,json_path,image_exists,json_exists,parse_success,inspection_type,material,width,height,status,classes,num_annotations,valid
14489051,RT_AL_02_14489051,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489051.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489051.json,True,True,True,RT,AL,1280,720,defect,porosity,3,True
14489063,RT_AL_02_14489063,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489063.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489063.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14489072,RT_AL_02_14489072,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489072.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489072.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489098,RT_AL_02_14489098,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489098.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489098.json,True,True,True,RT,AL,1280,720,defect,porosity,8,True
14489115,RT_AL_02_14489115,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489115.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489115.json,True,True,True,RT,AL,1280,720,defect,porosity,4,True
14489126,RT_AL_02_14489126,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489126.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489126.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489137,RT_AL_02_14489137,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489137.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489137.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489156,RT_AL_02_14489156,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489156.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489156.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489158,RT_AL_02_14489158,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489158.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489158.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14489171,RT_AL_02_14489171,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489171.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489171.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14489175,RT_AL_02_14489175,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489175.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489175.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489182,RT_AL_02_14489182,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489182.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489182.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489189,RT_AL_02_14489189,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489189.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489189.json,True,True,True,RT,AL,1280,720,defect,porosity,24,True
14489193,RT_AL_02_14489193,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489193.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489193.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14489194,RT_AL_02_14489194,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489194.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489194.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489195,RT_AL_02_14489195,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489195.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489195.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489201,RT_AL_02_14489201,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489201.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489201.json,True,True,True,RT,AL,1280,720,defect,porosity,8,True
14489222,RT_AL_02_14489222,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489222.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489222.json,True,True,True,RT,AL,1280,720,defect,porosity,4,True
14489225,RT_AL_02_14489225,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489225.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489225.json,True,True,True,RT,AL,1280,720,defect,porosity,8,True
14489231,RT_AL_02_14489231,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489231.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489231.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489237,RT_AL_02_14489237,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489237.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489237.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489251,RT_AL_02_14489251,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489251.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489251.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489265,RT_AL_02_14489265,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489265.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489265.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489269,RT_AL_02_14489269,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489269.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489269.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489312,RT_AL_02_14489312,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489312.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489312.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489318,RT_AL_02_14489318,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489318.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489318.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489340,RT_AL_02_14489340,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489340.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489340.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489357,RT_AL_02_14489357,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489357.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489357.json,True,True,True,RT,AL,1280,720,defect,porosity,3,True
14489419,RT_AL_02_14489419,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489419.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489419.json,True,True,True,RT,AL,1280,720,defect,porosity,3,True
14489420,RT_AL_02_14489420,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489420.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489420.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14489421,RT_AL_02_14489421,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489421.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489421.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14489446,RT_AL_02_14489446,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489446.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489446.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489453,RT_AL_02_14489453,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489453.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489453.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489465,RT_AL_02_14489465,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489465.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489465.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489481,RT_AL_02_14489481,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489481.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489481.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489518,RT_AL_02_14489518,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489518.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489518.json,True,True,True,RT,AL,1280,720,defect,porosity,3,True
14489520,RT_AL_02_14489520,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489520.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489520.json,True,True,True,RT,AL,1280,720,defect,porosity,3,True
14489529,RT_AL_02_14489529,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489529.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489529.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489534,RT_AL_02_14489534,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489534.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489534.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489564,RT_AL_02_14489564,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489564.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489564.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489567,RT_AL_02_14489567,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489567.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489567.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489578,RT_AL_02_14489578,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489578.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489578.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489579,RT_AL_02_14489579,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489579.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489579.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489597,RT_AL_02_14489597,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489597.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489597.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489599,RT_AL_02_14489599,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489599.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489599.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489609,RT_AL_02_14489609,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489609.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489609.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489610,RT_AL_02_14489610,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489610.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489610.json,True,True,True,RT,AL,1280,720,defect,porosity,4,True
14489612,RT_AL_02_14489612,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489612.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489612.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489622,RT_AL_02_14489622,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489622.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489622.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14489631,RT_AL_02_14489631,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489631.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489631.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489648,RT_AL_02_14489648,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489648.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489648.json,True,True,True,RT,AL,1280,720,defect,porosity,11,True
14489687,RT_AL_02_14489687,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489687.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489687.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14489691,RT_AL_02_14489691,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489691.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489691.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14489692,RT_AL_02_14489692,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489692.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489692.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489712,RT_AL_02_14489712,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489712.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489712.json,True,True,True,RT,AL,1280,720,defect,porosity,4,True
14489744,RT_AL_02_14489744,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489744.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489744.json,True,True,True,RT,AL,1280,720,defect,porosity,5,True
14489790,RT_AL_02_14489790,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489790.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489790.json,True,True,True,RT,AL,1280,720,defect,porosity,3,True
14489798,RT_AL_02_14489798,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489798.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489798.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14489805,RT_AL_02_14489805,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489805.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489805.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14489823,RT_AL_02_14489823,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489823.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489823.json,True,True,True,RT,AL,1280,720,defect,porosity,3,True
14489830,RT_AL_02_14489830,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489830.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489830.json,True,True,True,RT,AL,1280,720,defect,porosity,3,True
14489833,RT_AL_02_14489833,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489833.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489833.json,True,True,True,RT,AL,1280,720,defect,porosity,5,True
14489836,RT_AL_02_14489836,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489836.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489836.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489844,RT_AL_02_14489844,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489844.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489844.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489865,RT_AL_02_14489865,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489865.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489865.json,True,True,True,RT,AL,1280,720,defect,porosity,12,True
14489871,RT_AL_02_14489871,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489871.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489871.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14489881,RT_AL_02_14489881,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489881.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489881.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489882,RT_AL_02_14489882,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489882.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489882.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14489886,RT_AL_02_14489886,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489886.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489886.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489897,RT_AL_02_14489897,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489897.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489897.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14489951,RT_AL_02_14489951,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489951.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489951.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14489952,RT_AL_02_14489952,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14489952.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14489952.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14490003,RT_AL_02_14490003,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490003.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490003.json,True,True,True,RT,AL,1280,720,defect,porosity,4,True
14490016,RT_AL_02_14490016,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490016.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490016.json,True,True,True,RT,AL,1280,720,defect,porosity,17,True
14490020,RT_AL_02_14490020,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490020.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490020.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14490021,RT_AL_02_14490021,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490021.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490021.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14490057,RT_AL_02_14490057,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490057.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490057.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14490058,RT_AL_02_14490058,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490058.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490058.json,True,True,True,RT,AL,1280,720,defect,porosity,7,True
14490082,RT_AL_02_14490082,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490082.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490082.json,True,True,True,RT,AL,1280,720,defect,porosity,4,True
14490096,RT_AL_02_14490096,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490096.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490096.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14490099,RT_AL_02_14490099,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490099.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490099.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14490104,RT_AL_02_14490104,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490104.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490104.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14490110,RT_AL_02_14490110,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490110.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490110.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14490112,RT_AL_02_14490112,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490112.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490112.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14490114,RT_AL_02_14490114,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490114.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490114.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14490117,RT_AL_02_14490117,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490117.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490117.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14490120,RT_AL_02_14490120,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490120.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490120.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14490143,RT_AL_02_14490143,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490143.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490143.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14490151,RT_AL_02_14490151,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490151.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490151.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14490164,RT_AL_02_14490164,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490164.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490164.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14490169,RT_AL_02_14490169,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490169.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490169.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14490170,RT_AL_02_14490170,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490170.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490170.json,True,True,True,RT,AL,1280,720,defect,porosity,6,True
14490182,RT_AL_02_14490182,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490182.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490182.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14490188,RT_AL_02_14490188,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490188.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490188.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14490193,RT_AL_02_14490193,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490193.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490193.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14490203,RT_AL_02_14490203,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490203.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490203.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14490210,RT_AL_02_14490210,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490210.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490210.json,True,True,True,RT,AL,1280,720,defect,porosity,3,True
14490217,RT_AL_02_14490217,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490217.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490217.json,True,True,True,RT,AL,1280,720,defect,porosity,3,True
14490230,RT_AL_02_14490230,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490230.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490230.json,True,True,True,RT,AL,1280,720,defect,porosity,1,True
14490231,RT_AL_02_14490231,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490231.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490231.json,True,True,True,RT,AL,1280,720,defect,porosity,4,True
14490235,RT_AL_02_14490235,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490235.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490235.json,True,True,True,RT,AL,1280,720,defect,porosity,3,True
14490238,RT_AL_02_14490238,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490238.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490238.json,True,True,True,RT,AL,1280,720,defect,porosity,2,True
14490269,RT_AL_02_14490269,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490269.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490269.json,True,True,True,RT,AL,1280,720,defect,porosity,3,True
14490275,RT_AL_02_14490275,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490275.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490275.json,True,True,True,RT,AL,1280,720,defect,porosity,3,True
14490276,RT_AL_02_14490276,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_02_14490276.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_02_14490276.json,True,True,True,RT,AL,1280,720,defect,porosity,12,True
14489008,RT_AL_04_14489008,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_04_14489008.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_04_14489008.json,True,True,True,RT,AL,1280,720,defect,lack of fusion,1,True
14491344,RT_AL_04_14491344,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_04_14491344.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_04_14491344.json,True,True,True,RT,AL,1280,720,defect,lack of fusion,1,True
14491365,RT_AL_04_14491365,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_04_14491365.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_04_14491365.json,True,True,True,RT,AL,1280,720,defect,lack of fusion,1,True
14491380,RT_AL_04_14491380,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_04_14491380.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_04_14491380.json,True,True,True,RT,AL,1280,720,defect,lack of fusion,1,True
14491398,RT_AL_04_14491398,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_04_14491398.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_04_14491398.json,True,True,True,RT,AL,1280,720,defect,lack of fusion,2,True
14491400,RT_AL_04_14491400,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_04_14491400.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_04_14491400.json,True,True,True,RT,AL,1280,720,defect,lack of fusion,2,True
14491477,RT_AL_04_14491477,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_04_14491477.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_04_14491477.json,True,True,True,RT,AL,1280,720,defect,lack of fusion,1,True
14491478,RT_AL_04_14491478,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_04_14491478.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_04_14491478.json,True,True,True,RT,AL,1280,720,defect,lack of fusion,1,True
14491507,RT_AL_04_14491507,data/raw/steel/01.원천데이터/1. RTAL/RT_AL_04_14491507.jpg,data/raw/steel/02.라벨링데이터/1. RTAL/RT_AL_04_14491507.json,True,True,True,RT,AL,1280,720,defect,lack of fusion,1,True
