image_name,status,classes,object_count,group,selected,exclusion_reason,duplicate,quality_status,split_group
RT_AL_02_14489098,defect,porosity,8,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489115,defect,porosity,4,porosity,True,,False,pass,train
RT_AL_02_14489126,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489137,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489156,defect,porosity,1,porosity,True,,False,pass,train
RT_AL_02_14489158,defect,porosity,2,porosity,True,,False,pass,train
RT_AL_02_14489171,defect,porosity,2,porosity,True,,False,pass,val
RT_AL_02_14489175,defect,porosity,1,porosity,True,,False,pass,val
RT_AL_02_14489182,defect,porosity,1,porosity,True,,False,pass,train
RT_AL_02_14489189,defect,porosity,24,porosity,True,,False,pass,train
RT_AL_02_14489193,defect,porosity,2,porosity,True,,False,pass,train
RT_AL_02_14489194,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489195,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489201,defect,porosity,8,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489222,defect,porosity,4,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489225,defect,porosity,8,porosity,True,,False,pass,train
RT_AL_02_14489231,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489237,defect,porosity,1,porosity,True,,False,pass,train
RT_AL_02_14489251,defect,porosity,1,porosity,True,,False,pass,val
RT_AL_02_14489265,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489269,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489312,defect,porosity,1,porosity,True,,False,pass,train
RT_AL_02_14489318,defect,porosity,1,porosity,True,,False,pass,test
RT_AL_02_14489340,defect,porosity,1,porosity,True,,False,pass,train
RT_AL_02_14489357,defect,porosity,3,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489419,defect,porosity,3,porosity,True,,False,pass,test
RT_AL_02_14489420,defect,porosity,2,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489421,defect,porosity,2,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489446,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489453,defect,porosity,1,porosity,True,,False,pass,train
RT_AL_02_14489465,defect,porosity,1,porosity,True,,False,pass,train
RT_AL_02_14489481,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489518,defect,porosity,3,porosity,True,,False,pass,train
RT_AL_02_14489520,defect,porosity,3,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489529,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489534,defect,porosity,1,porosity,True,,False,pass,train
RT_AL_02_14489564,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489567,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489578,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489579,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489597,defect,porosity,1,porosity,True,,False,pass,train
RT_AL_02_14489599,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489609,defect,porosity,1,porosity,True,,False,pass,test
RT_AL_02_14489610,defect,porosity,4,porosity,True,,False,pass,train
RT_AL_02_14489612,defect,porosity,1,porosity,True,,False,pass,train
RT_AL_02_14489622,defect,porosity,2,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489631,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489648,defect,porosity,11,porosity,True,,False,pass,train
RT_AL_02_14489687,defect,porosity,2,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489691,defect,porosity,2,porosity,True,,False,pass,train
RT_AL_02_14489692,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489712,defect,porosity,4,porosity,True,,False,pass,test
RT_AL_02_14489744,defect,porosity,5,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489790,defect,porosity,3,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489798,defect,porosity,2,porosity,True,,False,pass,train
RT_AL_02_14489805,defect,porosity,2,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489823,defect,porosity,3,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489830,defect,porosity,3,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489833,defect,porosity,5,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489836,defect,porosity,1,porosity,True,,False,pass,test
RT_AL_02_14489844,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489865,defect,porosity,12,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489871,defect,porosity,2,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489881,defect,porosity,1,porosity,True,,False,pass,train
RT_AL_02_14489882,defect,porosity,2,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14489886,defect,porosity,1,porosity,True,,False,pass,train
RT_AL_02_14489897,defect,porosity,1,porosity,True,,False,pass,train
RT_AL_02_14489951,defect,porosity,2,porosity,True,,False,pass,train
RT_AL_02_14489952,defect,porosity,2,porosity,True,,False,pass,train
RT_AL_02_14490003,defect,porosity,4,porosity,True,,False,pass,train
RT_AL_02_14490016,defect,porosity,17,porosity,True,,False,pass,train
RT_AL_02_14490020,defect,porosity,2,porosity,True,,False,pass,train
RT_AL_02_14490021,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14490057,defect,porosity,1,porosity,True,,False,pass,train
RT_AL_02_14490058,defect,porosity,7,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14490082,defect,porosity,4,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14490096,defect,porosity,2,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14490099,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14490104,defect,porosity,2,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14490110,defect,porosity,1,porosity,True,,False,pass,val
RT_AL_02_14490112,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14490114,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14490117,defect,porosity,2,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14490120,defect,porosity,1,porosity,True,,False,pass,train
RT_AL_02_14490143,defect,porosity,1,porosity,True,,False,pass,train
RT_AL_02_14490151,defect,porosity,2,porosity,True,,False,pass,train
RT_AL_02_14490164,defect,porosity,1,porosity,True,,False,pass,train
RT_AL_02_14490169,defect,porosity,2,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14490170,defect,porosity,6,porosity,True,,False,pass,train
RT_AL_02_14490182,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14490188,defect,porosity,1,porosity,True,,False,pass,test
RT_AL_02_14490193,defect,porosity,1,porosity,True,,False,pass,val
RT_AL_02_14490203,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14490210,defect,porosity,3,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14490217,defect,porosity,3,porosity,True,,False,pass,train
RT_AL_02_14490230,defect,porosity,1,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14490231,defect,porosity,4,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14490235,defect,porosity,3,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14490238,defect,porosity,2,porosity,True,,False,pass,train
RT_AL_02_14490269,defect,porosity,3,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14490275,defect,porosity,3,porosity,False,quota_not_selected,False,pass,
RT_AL_02_14490276,defect,porosity,12,porosity,False,quota_not_selected,False,pass,
RT_AL_04_14489008,defect,lack_of_fusion,1,excluded,False,non_target_class,False,pass,
RT_AL_04_14491344,defect,lack_of_fusion,1,excluded,False,non_target_class,False,pass,
RT_AL_04_14491365,defect,lack_of_fusion,1,excluded,False,non_target_class,False,pass,
RT_AL_04_14491380,defect,lack_of_fusion,1,excluded,False,non_target_class,False,pass,
RT_AL_04_14491398,defect,lack_of_fusion,2,excluded,False,non_target_class,False,pass,
RT_AL_04_14491400,defect,lack_of_fusion,2,excluded,False,non_target_class,False,pass,
RT_AL_04_14491477,defect,lack_of_fusion,1,excluded,False,non_target_class,False,pass,
RT_AL_04_14491478,defect,lack_of_fusion,1,excluded,False,non_target_class,False,pass,
RT_AL_04_14491507,defect,lack_of_fusion,1,excluded,False,non_target_class,False,pass,
RT_AL_04_14491541,defect,lack_of_fusion,2,excluded,False,non_target_class,False,pass,
RT_AL_04_14491544,defect,lack_of_fusion,2,excluded,False,non_target_class,False,pass,
RT_AL_04_14491596,defect,lack_of_fusion,1,excluded,False,non_target_class,False,pass,
RT_AL_04_14491603,defect,lack_of_fusion,1,excluded,False,non_target_class,False,pass,
RT_AL_04_14491618,defect,lack_of_fusion,1,excluded,False,non_target_class,False,pass,
RT_AL_04_14491619,defect,lack_of_fusion,1,excluded,False,non_target_class,False,pass,
RT_AL_04_14491626,defect,lack_of_fusion,1,excluded,False,non_target_class,False,pass,
RT_AL_04_14491644,defect,lack_of_fusion,2,excluded,False,non_target_class,False,pass,
RT_AL_04_14491645,defect,lack_of_fusion,1,excluded,False,non_target_class,False,pass,
RT_AL_04_14491687,defect,lack_of_fusion,2,excluded,False,non_target_class,False,pass,
RT_AL_04_14491726,defect,lack_of_fusion,1,excluded,False,non_target_class,False,pass,
RT_AL_04_14491758,defect,lack_of_fusion,1,excluded,False,non_target_class,False,pass,
RT_AL_04_14491809,defect,lack_of_fusion,1,excluded,False,non_target_class,False,pass,
RT_AL_04_14491834,defect,lack_of_fusion,2,excluded,False,non_target_class,False,pass,
RT_AL_04_14491854,defect,lack_of_fusion,2,excluded,False,non_target_class,False,pass,
RT_AL_04_14491867,defect,lack_of_fusion,2,excluded,False,non_target_class,False,pass,
RT_AL_04_14491903,defect,lack_of_fusion,1,excluded,False,non_target_class,False,pass,
RT_AL_04_14491906,defect,lack_of_fusion,1,excluded,False,non_target_class,False,pass,
RT_AL_04_14491907,defect,lack_of_fusion,2,excluded,False,non_target_class,False,pass,
RT_AL_04_14491910,defect,lack_of_fusion,1,excluded,False,non_target_class,False,pass,
RT_AL_04_14491913,defect,lack_of_fusion,1,excluded,False,non_target_class,False,pass,
RT_AL_05_14488170,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,val
RT_AL_05_14488639,defect,slag_inclusion,1,slag_inclusion,False,quota_not_selected,False,pass,
RT_AL_05_14488931,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,test
RT_AL_05_14489809,defect,slag_inclusion,4,slag_inclusion,True,,False,pass,train
RT_AL_05_14489815,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,test
RT_AL_05_14489913,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,test
RT_AL_05_14490949,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,val
RT_AL_05_14491963,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,val
RT_AL_05_14491964,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,train
RT_AL_05_14491965,defect,slag_inclusion,4,slag_inclusion,True,,False,pass,train
RT_AL_05_14491968,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,test
RT_AL_05_14491979,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14491981,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,val
RT_AL_05_14491986,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,train
RT_AL_05_14491992,defect,slag_inclusion,2,slag_inclusion,False,quota_not_selected,False,pass,
RT_AL_05_14492002,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14492008,defect,slag_inclusion,3,slag_inclusion,True,,False,pass,train
RT_AL_05_14492028,defect,slag_inclusion,4,slag_inclusion,True,,False,pass,val
RT_AL_05_14492092,defect,slag_inclusion,1,slag_inclusion,False,quota_not_selected,False,pass,
RT_AL_05_14492104,defect,slag_inclusion,3,slag_inclusion,False,quota_not_selected,False,pass,
RT_AL_05_14492106,defect,slag_inclusion,1,slag_inclusion,False,quota_not_selected,False,pass,
RT_AL_05_14492118,defect,slag_inclusion,4,slag_inclusion,True,,False,pass,train
RT_AL_05_14492130,defect,slag_inclusion,5,slag_inclusion,True,,False,pass,train
RT_AL_05_14492133,defect,slag_inclusion,4,slag_inclusion,True,,False,pass,train
RT_AL_05_14492141,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,train
RT_AL_05_14492160,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14492165,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14492170,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14492178,defect,slag_inclusion,4,slag_inclusion,True,,False,pass,train
RT_AL_05_14492184,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14492191,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,val
RT_AL_05_14492199,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,test
RT_AL_05_14492206,defect,slag_inclusion,1,slag_inclusion,False,quota_not_selected,False,pass,
RT_AL_05_14492209,defect,slag_inclusion,3,slag_inclusion,False,quota_not_selected,False,pass,
RT_AL_05_14492223,defect,slag_inclusion,5,slag_inclusion,True,,False,pass,train
RT_AL_05_14492250,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,train
RT_AL_05_14492254,defect,slag_inclusion,1,slag_inclusion,False,quota_not_selected,False,pass,
RT_AL_05_14492255,defect,slag_inclusion,1,slag_inclusion,False,quota_not_selected,False,pass,
RT_AL_05_14492256,defect,slag_inclusion,3,slag_inclusion,True,,False,pass,train
RT_AL_05_14492260,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14492267,defect,slag_inclusion,2,slag_inclusion,False,quota_not_selected,False,pass,
RT_AL_05_14492277,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,val
RT_AL_05_14492280,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14492285,defect,slag_inclusion,3,slag_inclusion,True,,False,pass,train
RT_AL_05_14492310,defect,slag_inclusion,3,slag_inclusion,True,,False,pass,train
RT_AL_05_14492353,defect,slag_inclusion,3,slag_inclusion,True,,False,pass,train
RT_AL_05_14492380,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,test
RT_AL_05_14492383,defect,slag_inclusion,1,slag_inclusion,False,quota_not_selected,False,pass,
RT_AL_05_14492388,defect,slag_inclusion,2,slag_inclusion,False,quota_not_selected,False,pass,
RT_AL_05_14492389,defect,slag_inclusion,3,slag_inclusion,True,,False,pass,train
RT_AL_05_14492395,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,train
RT_AL_05_14492419,defect,slag_inclusion,3,slag_inclusion,True,,False,pass,train
RT_AL_05_14492425,defect,slag_inclusion,4,slag_inclusion,True,,False,pass,train
RT_AL_05_14492428,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,train
RT_AL_05_14492472,defect,slag_inclusion,4,slag_inclusion,True,,False,pass,train
RT_AL_05_14492493,defect,slag_inclusion,5,slag_inclusion,True,,False,pass,test
RT_AL_05_14492527,defect,slag_inclusion,3,slag_inclusion,True,,False,pass,train
RT_AL_05_14492547,defect,slag_inclusion,3,slag_inclusion,True,,False,pass,train
RT_AL_05_14492553,defect,slag_inclusion,3,slag_inclusion,False,quota_not_selected,False,pass,
RT_AL_05_14492576,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,test
RT_AL_05_14492603,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14492608,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14492632,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,test
RT_AL_05_14492647,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14492668,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,train
RT_AL_05_14492681,defect,slag_inclusion,3,slag_inclusion,True,,False,pass,train
RT_AL_05_14492700,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14492706,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,train
RT_AL_05_14492741,defect,slag_inclusion,3,slag_inclusion,True,,False,pass,test
RT_AL_05_14492745,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,test
RT_AL_05_14492752,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14492773,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,train
RT_AL_05_14492794,defect,slag_inclusion,1,slag_inclusion,False,quota_not_selected,False,pass,
RT_AL_05_14492806,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,train
RT_AL_05_14492843,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,test
RT_AL_05_14492845,defect,slag_inclusion,5,slag_inclusion,True,,False,pass,train
RT_AL_05_14492847,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14492884,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,val
RT_AL_05_14492886,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14492906,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14492910,defect,slag_inclusion,3,slag_inclusion,True,,False,pass,train
RT_AL_05_14492914,defect,slag_inclusion,4,slag_inclusion,False,quota_not_selected,False,pass,
RT_AL_05_14492954,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14492977,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,train
RT_AL_05_14493018,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14493029,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14493049,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,val
RT_AL_05_14493055,defect,slag_inclusion,1,slag_inclusion,False,quota_not_selected,False,pass,
RT_AL_05_14493059,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14493063,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14493068,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14493074,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14493100,defect,slag_inclusion,3,slag_inclusion,True,,False,pass,test
RT_AL_05_14493112,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14493120,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,train
RT_AL_05_14493125,defect,slag_inclusion,1,slag_inclusion,False,quota_not_selected,False,pass,
RT_AL_05_14493131,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14493170,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14493196,defect,slag_inclusion,3,slag_inclusion,True,,False,pass,train
RT_AL_05_14493204,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,val
RT_AL_05_14493218,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,train
RT_AL_05_14493241,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,val
RT_AL_05_14493244,defect,slag_inclusion,4,slag_inclusion,True,,False,pass,test
RT_AL_05_14493264,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,test
RT_AL_05_14493280,defect,slag_inclusion,4,slag_inclusion,True,,False,pass,train
RT_AL_05_14493285,defect,slag_inclusion,3,slag_inclusion,False,quota_not_selected,False,pass,
RT_AL_05_14493287,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,val
RT_AL_05_14493291,defect,slag_inclusion,5,slag_inclusion,False,quota_not_selected,False,pass,
RT_AL_05_14493312,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14493316,defect,slag_inclusion,2,slag_inclusion,False,quota_not_selected,False,pass,
RT_AL_05_14493327,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14493341,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,train
RT_AL_05_14493343,defect,slag_inclusion,2,slag_inclusion,True,,False,pass,val
RT_AL_05_14493351,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14493373,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
RT_AL_05_14493376,defect,slag_inclusion,4,slag_inclusion,True,,False,pass,train
RT_AL_05_14493380,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,test
RT_AL_05_14493381,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,val
RT_AL_05_14493390,defect,slag_inclusion,1,slag_inclusion,True,,False,pass,train
